date,Adj Close
1/11/2013 16:00,59.93
1/18/2013 16:00:00,60.73
1/25/2013 16:00:00,61.48
2/01/2013 16:00,62.63
2/08/2013 16:00,63.24
2/15/2013 16:00:00,64.02
2/22/2013 16:00:00,64.16
3/01/2013 16:00,65.02
3/08/2013 16:00,65.76
3/15/2013 16:00:00,65.7
3/22/2013 16:00:00,65.01
3/28/2013 16:00:00,64.06
4/05/2013 16:00,63.94
4/12/2013 16:00,64
4/19/2013 16:00:00,62.8
4/26/2013 16:00:00,64.98
5/03/2013 16:00,65.55
5/10/2013 16:00,66.35
5/17/2013 16:00:00,66.36
5/24/2013 16:00:00,63.67
5/31/2013 16:00:00,63.37
6/07/2013 16:00,60.91
6/14/2013 16:00:00,61.38
6/21/2013 16:00:00,60.77
6/28/2013 16:00:00,61.7
7/05/2013 16:00,61.77
7/12/2013 16:00,63.52
7/19/2013 16:00:00,63.32
7/26/2013 16:00:00,64.24
8/02/2013 16:00,65.1
8/09/2013 16:00,64.36
8/16/2013 16:00:00,65.18
8/23/2013 16:00:00,65.89
8/30/2013 16:00:00,65.89
9/06/2013 16:00,66.26
9/13/2013 16:00:00,67.42
9/20/2013 16:00:00,68.11
9/27/2013 16:00:00,68.52
10/04/2013 16:00,66.29
10/11/2013 16:00,66.51
10/18/2013 16:00:00,67.69
10/25/2013 16:00:00,68.56
11/01/2013 16:00,68.88
11/08/2013 16:00,69.35
11/15/2013 16:00:00,69.08
11/22/2013 16:00:00,68.3
11/29/2013 16:00:00,68.13
12/06/2013 16:00,66.42
12/13/2013 16:00:00,65.68
12/20/2013 16:00:00,67.3
12/27/2013 16:00:00,68.28
1/03/2014 16:00,67.54
1/10/2014 16:00,67.19
1/17/2014 16:00:00,66.96
1/24/2014 16:00:00,67.4
1/31/2014 16:00:00,65.58
2/07/2014 16:00,66.13
2/14/2014 16:00:00,67.61
2/21/2014 16:00:00,68.89
2/28/2014 16:00:00,69.5
3/07/2014 16:00,69.74
3/14/2014 16:00:00,68.23
3/21/2014 16:00:00,68.16
3/28/2014 16:00:00,68.68
4/04/2014 16:00,69.22
4/11/2014 16:00,68.93
4/17/2014 16:00:00,69.22
4/24/2014 16:00:00,70.17
5/02/2014 16:00,69.32
5/09/2014 16:00,69.5
5/16/2014 16:00:00,69.99
5/23/2014 16:00:00,70.36
5/30/2014 16:00:00,70.28
6/06/2014 16:00,69.58
6/13/2014 16:00:00,69.18
6/20/2014 16:00:00,69.21
6/27/2014 16:00:00,69.72
7/04/2014 16:00,70.26
7/11/2014 16:00,69.7
7/18/2014 16:00:00,70.18
7/25/2014 16:00:00,70.92
8/01/2014 16:00,70.57
8/08/2014 16:00,69.12
8/15/2014 16:00:00,70.77
8/22/2014 16:00:00,72.02
8/29/2014 16:00:00,71.89
9/05/2014 16:00,71.89
9/12/2014 16:00,71.09
9/19/2014 16:00:00,69.96
9/26/2014 16:00:00,68.41
10/03/2014 16:00,67.4
10/10/2014 16:00,66
10/17/2014 16:00:00,66.84
10/24/2014 16:00:00,68.66
10/31/2014 16:00:00,69.86
11/07/2014 16:00,70.36
11/14/2014 16:00:00,69.44
11/21/2014 16:00:00,67.67
11/28/2014 16:00:00,67.88
12/05/2014 16:00,68
12/12/2014 16:00,66.6
12/19/2014 16:00:00,67.82
12/24/2014 16:00:00,68.79
1/02/2015 16:00,68.65
1/09/2015 16:00,69.29
1/16/2015 16:00:00,66.79
1/23/2015 16:00:00,69.5
1/30/2015 16:00:00,70.67
2/06/2015 16:00,73.5
2/13/2015 16:00:00,74.24
2/20/2015 16:00:00,74.2
2/27/2015 16:00:00,75.55
3/06/2015 16:00,75.47
3/13/2015 16:00:00,74.19
3/20/2015 16:00:00,76.5
3/27/2015 16:00:00,75.66
4/02/2015 16:00,74.9
4/10/2015 16:00,75.58
4/17/2015 16:00:00,74.5
4/24/2015 16:00:00,75.08
5/01/2015 16:00,73.79
5/08/2015 16:00,72.19
5/15/2015 16:00:00,73.02
5/22/2015 16:00:00,72.26
5/29/2015 16:00:00,73.7
6/05/2015 16:00,70.46
6/12/2015 16:00,70.82
6/19/2015 16:00:00,71.6
6/26/2015 16:00:00,70.95
7/03/2015 16:00,70.22
7/10/2015 16:00,69.78
7/17/2015 16:00:00,71.94
7/24/2015 16:00:00,70.75
7/31/2015 16:00:00,72.1
8/07/2015 16:00,69.58
8/14/2015 16:00:00,68.41
8/21/2015 16:00:00,66.55
8/28/2015 16:00:00,67.4
9/04/2015 16:00,64.62
9/11/2015 16:00,65.46
9/18/2015 16:00:00,66.71
9/25/2015 16:00:00,65.18
10/02/2015 16:00,64.23
10/09/2015 16:00,67
10/16/2015 16:00:00,67.37
10/23/2015 16:00:00,67.95
10/30/2015 16:00:00,66.8
11/06/2015 16:00,66.6
11/13/2015 16:00:00,64.96
11/20/2015 16:00:00,67.12
11/27/2015 16:00:00,66.65
12/04/2015 16:00,66
12/11/2015 16:00,64.3
12/18/2015 16:00:00,65.31
12/24/2015 16:00:00,66.78
12/31/2015 16:00:00,68.12
1/08/2016 16:00,63.43
1/15/2016 16:00:00,61.87
1/22/2016 16:00:00,62.25
1/29/2016 16:00:00,63.5
2/05/2016 16:00,62.89
2/12/2016 16:00,60.4
2/19/2016 16:00:00,62.88
2/26/2016 16:00:00,62.17
3/04/2016 16:00,65.26
3/11/2016 16:00,66.3
3/18/2016 16:00:00,66.41
3/24/2016 16:00:00,65.16
4/01/2016 16:00,63.4
4/08/2016 16:00,62.81
4/15/2016 16:00:00,65.24
4/22/2016 16:00:00,66.31
4/29/2016 16:00:00,66.53
5/06/2016 16:00,66.94
5/13/2016 16:00:00,67.69
5/20/2016 16:00:00,68.2
5/27/2016 16:00:00,68.96
6/03/2016 16:00,67.85
6/10/2016 16:00,67.73
6/17/2016 16:00:00,65.93
6/24/2016 16:00:00,65.2
7/01/2016 16:00,67.04
7/08/2016 16:00,66.74
7/15/2016 16:00:00,69.22
7/22/2016 16:00:00,70.04
7/29/2016 16:00:00,70.9
8/05/2016 16:00,70.19
8/12/2016 16:00,70.63
8/19/2016 16:00:00,70.72
8/26/2016 16:00:00,70.8
9/02/2016 16:00,69.04
9/09/2016 16:00,68.85
9/16/2016 16:00:00,68.31
9/23/2016 16:00:00,70.13
9/30/2016 16:00:00,70.24
10/07/2016 16:00,69.49
10/14/2016 16:00:00,69.1
10/21/2016 16:00:00,69.01
10/28/2016 16:00:00,67.19
11/04/2016 16:00,65.99
11/11/2016 16:00,68.46
11/18/2016 16:00:00,68.5
11/25/2016 16:00:00,70.39
12/02/2016 16:00,69.56
12/09/2016 16:00,71.05
12/16/2016 16:00:00,70.65
12/23/2016 16:00:00,71.91
12/30/2016 16:00:00,72.5
1/06/2017 16:00,72.68
1/13/2017 16:00:00,72.33
1/20/2017 16:00:00,71.46
1/27/2017 16:00:00,72.18
2/03/2017 16:00,71
2/10/2017 16:00,72.28
2/17/2017 16:00:00,73.38
2/24/2017 16:00:00,72.9
3/03/2017 16:00,72.94
3/10/2017 16:00,73.79
3/17/2017 16:00:00,74.14
3/24/2017 16:00:00,73.61
3/31/2017 16:00:00,74.96
4/07/2017 16:00,74.32
4/13/2017 16:00:00,74.73
4/21/2017 16:00:00,74.42
4/28/2017 16:00:00,75.14
5/05/2017 16:00,74.29
5/12/2017 16:00,74.09
5/19/2017 16:00:00,73.05
5/26/2017 16:00:00,73.45
6/02/2017 16:00,73.89
6/09/2017 16:00,72.54
6/16/2017 16:00:00,73.67
6/23/2017 16:00:00,73.05
6/30/2017 16:00:00,73.22
7/07/2017 16:00,72.6
7/14/2017 16:00:00,73.12
7/21/2017 16:00:00,72.81
7/28/2017 16:00:00,72.45
8/04/2017 16:00,72.76
8/11/2017 16:00,72.41
8/18/2017 16:00:00,73.43
8/25/2017 16:00:00,73.6
9/01/2017 16:00,73.44
9/08/2017 16:00,73.02
9/15/2017 16:00:00,73.47
9/22/2017 16:00:00,73.36
9/29/2017 16:00:00,73.33
10/06/2017 16:00,72.65
10/13/2017 16:00:00,74.2
10/20/2017 16:00:00,75.24
10/27/2017 16:00:00,75.19
11/03/2017 16:00,75.89
11/10/2017 16:00,76.95
11/17/2017 16:00:00,76.33
11/24/2017 16:00:00,76.63
12/01/2017 16:00,76.8
12/08/2017 16:00,76.87
12/15/2017 16:00:00,76.91
12/22/2017 16:00:00,77.75
12/29/2017 16:00:00,77.88
1/05/2018 16:00,77.96
1/12/2018 16:00,77.28
1/19/2018 16:00:00,76.51
1/25/2018 16:00:00,77.09
2/02/2018 16:00,77.97
2/09/2018 16:00,74.33
2/16/2018 16:00:00,75.4
2/23/2018 16:00:00,76.82
3/02/2018 16:00,76.19
3/09/2018 16:00,76.81
3/16/2018 16:00:00,76.66
3/23/2018 16:00:00,75.07
3/29/2018 16:00:00,74.28
4/06/2018 16:00,73.94
4/13/2018 16:00:00,74.54
4/20/2018 16:00:00,74.96
4/27/2018 16:00:00,76.02
5/04/2018 16:00,77.46
5/11/2018 16:00,78.15
5/18/2018 16:00:00,78.22
5/25/2018 16:00:00,77.58
6/01/2018 16:00,77.1
6/08/2018 16:00,77.76
6/15/2018 16:00:00,78.41
6/22/2018 16:00:00,79.95
6/29/2018 16:00:00,79.76
7/06/2018 16:00,79.75
7/13/2018 16:00:00,79.65
7/20/2018 16:00:00,79.84
7/27/2018 16:00:00,80.07
8/03/2018 16:00,79.25
8/10/2018 16:00,79.73
8/17/2018 16:00:00,80.8
8/24/2018 16:00:00,79.9
8/31/2018 16:00:00,80.92
9/07/2018 16:00,78.89
9/14/2018 16:00:00,79.38
9/21/2018 16:00:00,79.61
9/28/2018 16:00:00,80.01
10/05/2018 16:00,78.53
10/12/2018 16:00,74.74
10/19/2018 16:00:00,75.42
10/26/2018 16:00:00,71.9
11/02/2018 16:00,74.18
11/09/2018 16:00,75.28
11/16/2018 16:00:00,73.07
11/23/2018 16:00:00,72.85
11/30/2018 16:00:00,72.26
12/07/2018 16:00,72.52
12/14/2018 16:00:00,71.42
12/21/2018 16:00:00,69.63
12/28/2018 16:00:00,72.03
1/04/2019 16:00,71
1/11/2019 16:00,72.99
1/18/2019 16:00:00,74.34
1/25/2019 16:00:00,74.75
2/01/2019 16:00,74.17
2/08/2019 16:00,76.74
2/15/2019 16:00:00,77.08
2/22/2019 16:00:00,78.37
3/01/2019 16:00,79.05
3/08/2019 16:00,79.36
3/15/2019 16:00:00,79.2
3/22/2019 16:00:00,79.37
3/29/2019 16:00:00,79.2
4/05/2019 16:00,78.29
4/12/2019 16:00,79.2
4/18/2019 16:00:00,79.3
4/26/2019 16:00:00,80.9
5/03/2019 16:00,80.35
5/10/2019 16:00,80.02
5/17/2019 16:00:00,81.13
5/24/2019 16:00:00,82.25
5/31/2019 16:00:00,81.42
6/07/2019 16:00,82.11
6/14/2019 16:00:00,83.54
6/21/2019 16:00:00,84.73
6/28/2019 16:00:00,84.6
7/05/2019 16:00,85.41
7/12/2019 16:00,84.72
7/19/2019 16:00:00,84.85
7/26/2019 16:00:00,85.99
8/02/2019 16:00,85.65
8/09/2019 16:00,83.43
8/16/2019 16:00:00,81.34
8/23/2019 16:00:00,82.99
8/30/2019 16:00:00,84.27
9/06/2019 16:00,85.17
9/13/2019 16:00:00,85.49
9/20/2019 16:00:00,86.28
9/27/2019 16:00:00,86.16
10/04/2019 16:00,82.64
10/11/2019 16:00,83.77
10/18/2019 16:00:00,84.25
10/25/2019 16:00:00,85.39
11/01/2019 16:00,84.56
11/08/2019 16:00,85.21
11/15/2019 16:00:00,86.49
11/22/2019 16:00:00,85.42
11/29/2019 16:00:00,87.14
12/06/2019 16:00,85.37
12/13/2019 16:00:00,85.94
12/20/2019 16:00:00,86.73
12/27/2019 16:00:00,86.81
1/03/2020 16:00,85.15
1/10/2020 16:00,87.9
1/17/2020 16:00:00,89.5
1/24/2020 16:00:00,89.74
1/31/2020 16:00:00,88.75
2/07/2020 16:00,88.79
2/14/2020 16:00:00,90.24
2/21/2020 16:00:00,90.55
2/28/2020 16:00:00,81.85
3/06/2020 16:00,79.5
3/13/2020 16:00:00,70.98
3/20/2020 16:00:00,61.47
3/27/2020 16:00:00,62.18
4/03/2020 16:00,63.93
4/09/2020 16:00,68.16
4/17/2020 16:00:00,69.45
4/24/2020 16:00:00,66.43
5/01/2020 16:00,67
5/08/2020 16:00,68.51
5/15/2020 16:00:00,68.67
5/22/2020 16:00:00,69.94
5/29/2020 16:00:00,73.22
6/05/2020 16:00,76.32
6/12/2020 16:00,74.41
6/19/2020 16:00:00,75.65
6/26/2020 16:00:00,75.11
7/03/2020 16:00,76.81
7/10/2020 16:00,75.12
7/17/2020 16:00:00,76.54
7/24/2020 16:00:00,76.5
7/31/2020 16:00:00,75.33
8/07/2020 16:00,76.38
8/14/2020 16:00:00,77.81
8/21/2020 16:00:00,77.8
8/28/2020 16:00:00,77.6
9/04/2020 16:00,76.03
9/11/2020 16:00,75.3
9/18/2020 16:00:00,75.47
9/25/2020 16:00:00,76.6
10/02/2020 16:00,73.99
10/09/2020 16:00,77.99
10/16/2020 16:00:00,78.87
10/23/2020 16:00:00,78.95
10/30/2020 16:00:00,75.62
11/06/2020 16:00,78.95
11/13/2020 16:00:00,81.85
11/20/2020 16:00:00,83.57
11/27/2020 16:00:00,84.38
12/04/2020 16:00,84.89
12/11/2020 16:00,84.94
12/18/2020 16:00:00,85.36
12/24/2020 16:00:00,85.33
12/31/2020 16:00:00,84.56
1/08/2021 16:00,86.11
1/15/2021 16:00:00,85.67
1/22/2021 16:00:00,86.72
1/29/2021 16:00:00,84.36
2/05/2021 16:00,87.33
2/12/2021 16:00,86.9
2/19/2021 16:00:00,86.99
2/26/2021 16:00:00,85.51
3/05/2021 16:00,86.37
3/12/2021 16:00,87.22
3/19/2021 16:00:00,86.79
3/26/2021 16:00:00,88.04
4/01/2021 16:00,88
4/09/2021 16:00,89.5
4/16/2021 16:00:00,90.37
4/23/2021 16:00:00,90.3
4/30/2021 16:00:00,89.95
5/07/2021 16:00,90.6
5/14/2021 16:00:00,89.98
5/21/2021 16:00:00,90.34
5/28/2021 16:00:00,92.18
6/04/2021 16:00,93.66
6/11/2021 16:00,93.97
6/18/2021 16:00:00,94.55
6/25/2021 16:00:00,93.88
7/02/2021 16:00,93.5
7/09/2021 16:00,92.96
7/16/2021 16:00:00,93.99
7/23/2021 16:00:00,94.55
7/30/2021 16:00:00,94.56
8/06/2021 16:00,96.37
8/13/2021 16:00:00,97.75
8/20/2021 16:00:00,95.81
8/27/2021 16:00:00,96.39
9/03/2021 16:00,97.46
9/10/2021 16:00,96.16
9/17/2021 16:00:00,96.03
9/24/2021 16:00:00,95.44
10/01/2021 16:00,92.02
10/08/2021 16:00,93.56
10/15/2021 16:00:00,94.37
10/22/2021 16:00:00,95.01
10/29/2021 16:00:00,93.72
11/05/2021 16:00,95.78
11/12/2021 16:00,95.71
11/19/2021 16:00:00,95.28
11/26/2021 16:00:00,93.76
12/03/2021 16:00,93.2
12/10/2021 16:00,94.56
12/17/2021 16:00:00,94.11
12/24/2021 14:10:00,95.51
12/31/2021 14:10:00,95.87
1/07/2022 16:00,95.3
1/14/2022 16:00:00,94.55
1/21/2022 16:00:00,91.87
1/28/2022 16:00:00,89.36
2/04/2022 16:00,91.09
2/11/2022 16:00,92.25
2/18/2022 16:00:00,92.49
2/25/2022 16:00:00,90.33
3/04/2022 16:00,91.92
3/11/2022 16:00,91.48
3/18/2022 16:00:00,94.21
3/25/2022 16:00:00,96.04
4/01/2022 16:00,95.11
4/08/2022 16:00,94.94
4/14/2022 16:00:00,95.56
4/22/2022 16:00:00,94.92
4/29/2022 16:00:00,94.39
5/06/2022 16:00,91.45
5/13/2022 16:00:00,89.93
5/20/2022 16:00:00,91.06
5/27/2022 16:00:00,91.44
6/03/2022 16:00,92.05
6/10/2022 16:00,88.17
6/17/2022 16:00:00,82.31
6/24/2022 16:00:00,83.62
7/01/2022 16:00,81.17
7/08/2022 16:00,82.86
7/15/2022 16:00:00,81.95
7/22/2022 16:00:00,84.3
7/29/2022 16:00:00,86.26
8/05/2022 16:00,87.19
8/12/2022 16:00,87.49
8/19/2022 16:00:00,88.64
8/26/2022 16:00:00,88.59
9/02/2022 16:00,85.89
9/09/2022 16:00,87.07
9/16/2022 16:00:00,85.17
9/23/2022 16:00:00,83.18
9/30/2022 16:00:00,81.63
10/07/2022 16:00,84.02
10/14/2022 16:00:00,83.91
10/21/2022 16:00:00,82.86
10/28/2022 16:00:00,84.23
11/04/2022 16:00,85.52
11/11/2022 16:00,88.92
11/18/2022 16:00:00,89.09
11/24/2022 16:00:00,90.13
12/02/2022 16:00,90.92
12/09/2022 16:00,89.81
12/16/2022 16:00:00,88.98
12/23/2022 16:00:00,88.36
12/30/2022 16:00:00,87.7
1/06/2023 16:00,87.87
1/13/2023 16:00:00,90.65
1/20/2023 16:00:00,92.07
1/27/2023 16:00:00,92.59
2/03/2023 16:00,93.43
2/10/2023 16:00,91.8
2/17/2023 16:00:00,90.81
2/24/2023 16:00:00,90.49
